dataset,modelname,ablation,classifier,type,ari,nmi,accuracy,f1_macro,precision,recall
NPClassifier_pathway,DeepChem/ChemBERTa-77M-MLM,occlusion,MLP,0.3,,,0.7482142857142857,0.7503007869852688,0.7596140858716037,0.7482142857142857
NPClassifier_pathway,DeepChem/ChemBERTa-77M-MLM,occlusion,KMeans,0.5,0.19914396291789277,0.2824425111581812,,,,
NPClassifier_pathway,DeepChem/ChemBERTa-77M-MLM,occlusion,LR,0.5,,,0.6767857142857143,0.6702120797853578,0.6750734866152143,0.6767857142857142
NPClassifier_pathway,DeepChem/ChemBERTa-77M-MLM,occlusion,MLP,0.5,,,0.6625,0.6566913012101904,0.6647058009301964,0.6624999999999999
NPClassifier_pathway,DeepChem/ChemBERTa-77M-MLM,occlusion,KMeans,0.7,0.15192342919852447,0.20312617880412479,,,,
NPClassifier_pathway,DeepChem/ChemBERTa-77M-MLM,occlusion,LR,0.7,,,0.5946428571428571,0.5891844273578154,0.5893740734700305,0.5946428571428571
NPClassifier_pathway,DeepChem/ChemBERTa-77M-MLM,occlusion,MLP,0.7,,,0.5875,0.584190107303373,0.588688676153606,0.5875
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,KMeans,0.1,0.23871607212477494,0.31915883971003955,,,,
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,LR,0.1,,,0.7321428571428571,0.732806353407118,0.7359746285746454,0.7321428571428571
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,MLP,0.1,,,0.7839285714285714,0.7833519120183086,0.7876164770901611,0.7839285714285714
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,KMeans,0.3,0.20291904642514888,0.2834246262067266,,,,
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,LR,0.3,,,0.6517857142857143,0.6481459742034492,0.6475547763353628,0.6517857142857143
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,MLP,0.3,,,0.6732142857142858,0.6672774249309315,0.666080920501079,0.6732142857142858
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,KMeans,0.5,0.1602821179129694,0.23427939673657425,,,,
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,LR,0.5,,,0.6160714285714286,0.6093595479822361,0.6093256935988995,0.6160714285714286
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,MLP,0.5,,,0.6142857142857143,0.614997147764436,0.6198724817610742,0.6142857142857142
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,KMeans,0.7,0.13256367717859993,0.19882670387034088,,,,
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,LR,0.7,,,0.5053571428571428,0.5024968159463465,0.5039219105623147,0.5053571428571428
NPClassifier_pathway,sentence-transformers/all-mpnet-base-v2,occlusion,MLP,0.7,,,0.5232142857142857,0.5195450188045115,0.5322639692617893,0.5232142857142857
NPClassifier_pathway,gpt2,occlusion,KMeans,0.1,0.05244740470713719,0.08941051288081521,,,,
NPClassifier_pathway,gpt2,occlusion,LR,0.1,,,0.7553571428571428,0.7610346392049371,0.7824948194913584,0.7553571428571428
NPClassifier_pathway,gpt2,occlusion,MLP,0.1,,,0.7339285714285714,0.7327916822177613,0.7657571732946794,0.7339285714285714
NPClassifier_pathway,gpt2,occlusion,KMeans,0.3,0.04184612984509955,0.07655370507124089,,,,
NPClassifier_pathway,gpt2,occlusion,LR,0.3,,,0.6535714285714286,0.666357907754639,0.7273183410092727,0.6535714285714286
NPClassifier_pathway,gpt2,occlusion,MLP,0.3,,,0.7089285714285715,0.6801147274574062,0.7112280542926991,0.7089285714285715
NPClassifier_pathway,gpt2,occlusion,KMeans,0.5,0.04352005249735675,0.06994532465852621,,,,
NPClassifier_pathway,gpt2,occlusion,LR,0.5,,,0.6732142857142858,0.6698722163898341,0.6706868497860803,0.6732142857142857
NPClassifier_pathway,gpt2,occlusion,MLP,0.5,,,0.6571428571428571,0.661077259996486,0.6861013203665214,0.6571428571428571
NPClassifier_pathway,gpt2,occlusion,KMeans,0.7,0.025980534642291466,0.048630673612908064,,,,
NPClassifier_pathway,gpt2,occlusion,LR,0.7,,,0.5892857142857143,0.5750980785783654,0.6086096682189109,0.5892857142857143
NPClassifier_pathway,gpt2,occlusion,MLP,0.7,,,0.5660714285714286,0.5445363883717613,0.5877976446001398,0.5660714285714287
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,KMeans,0.1,0.23152611086740738,0.3118882505093898,,,,
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,LR,0.1,,,0.7,0.6982529467882063,0.7075324254721277,0.7000000000000001
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,MLP,0.1,,,0.7392857142857143,0.734370932434424,0.7424015050993551,0.7392857142857142
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,KMeans,0.3,0.23272319623730114,0.3209803932035593,,,,
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,LR,0.3,,,0.6375,0.6341337999059817,0.6360828727989006,0.6375000000000001
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,MLP,0.3,,,0.6625,0.6614131491783112,0.6644918430239943,0.6625
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,KMeans,0.5,0.08535907422444157,0.15293506977265608,,,,
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,LR,0.5,,,0.5785714285714286,0.5804508877072466,0.5867087699874294,0.5785714285714285
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,MLP,0.5,,,0.5892857142857143,0.5888741809811787,0.5937965540131519,0.5892857142857142
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,KMeans,0.7,0.11819644627580876,0.17407110862135472,,,,
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,LR,0.7,,,0.5035714285714286,0.5048579788065273,0.5093084838329569,0.5035714285714287
NPClassifier_pathway,sentence-transformers/all-MiniLM-L6-v2,occlusion,MLP,0.7,,,0.5089285714285714,0.5073539600583852,0.5078976505473073,0.5089285714285714
